綜合其他,#genre#
中天新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv009/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
BLOOMBERG TV,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live059/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live408/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇新聞,http://iptv-4gtv.ufozsq.ccwu.cc/litv-longturn14/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇新聞台灣台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv156/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
SBN 全球財經台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live060/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
FRANCE24 英文台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live146/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
半島國際新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live157/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
CNBC Asia 財經台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live130/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
DW德國之聲,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live071/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
非凡新聞,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv010/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
非凡商業,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv048/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
中視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live474/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
中視新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv074/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
中天新聞台,http://iptv-4gtv.ufozsq.ccwu.cc/of-4gtv-4gtv009/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇新聞,http://iptv-4gtv.ufozsq.ccwu.cc/of-litv-longturn14/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇新聞台灣台,http://iptv-4gtv.ufozsq.ccwu.cc/of-4gtv-4gtv156/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
寰宇財經,http://iptv-4gtv.ufozsq.ccwu.cc/of-4gtv-4gtv158/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
第1商業台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv104/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
三立新聞iNEWS,http://iptv-4gtv.ufozsq.ccwu.cc/iNEWS/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
倪珍播新聞,http://iptv-4gtv.ufozsq.ccwu.cc/nnews-zh/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY

體育競技,#genre#
博斯魅力台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang04/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯高球台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang05/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯高球二台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang06/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯運動一台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang07/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯運動二台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang08/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯網球台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang09/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯無限台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang10/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
博斯無限二台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-xinchuang13/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
Getwin Sports運動台,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv035/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
TRACE Sport Stars,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv077/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
智林體育,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv101/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
時尚運動X,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live411/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
時尚運動X,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv014/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
車迷 TV,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live201/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
GINX Esports TV,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv053/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY

紀實探索,#genre#
History 歷史頻道,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live026/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
CI 罪案偵查頻道,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-live027/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
視納華仁紀實頻道,http://iptv-4gtv.ufozsq.ccwu.cc/4gtv-4gtv013/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
影迷數位紀實台,http://iptv-4gtv.ufozsq.ccwu.cc/litv-ftv15/index.m3u8?token=aTi9DGRdEB828qjTWxYp37yUlGoLCKFRLXPr0dWMQvGP3gmeo1FodYIJzuLS8tmY
